vf,width,thickness,k11,k33,p,t,h
0.50944,0.99031,0.08331,1.86421,0.29944,1,0,0
0.89744,0.07581,0.16794,0.91271,0.2424,1,0,0
0.70794,0.30756,0.84544,1.15225,0.40865,1,0,0
0.34381,0.28944,0.34419,0.84875,0.25508,1,0,0
0.14944,0.54081,0.85044,0.80557,0.34096,1,0,0
0.75406,0.55506,0.50094,1.72069,0.40398,1,0,0
0.64356,0.95756,0.30056,2.06476,0.37839,1,0,0
0.76194,0.32694,0.08081,1.33029,0.26376,1,0,0
0.65344,0.74369,0.19494,1.89212,0.33033,1,0,0
0.85006,0.19731,0.04894,1.12989,0.24453,1,0,0
0.57494,0.40356,0.08369,1.28849,0.25659,1,0,0
0.74019,0.49031,0.07294,1.65058,0.28713,1,0,0
0.51356,0.91256,0.72006,1.59535,0.46743,1,0,0
0.88906,0.71356,0.78881,2.03637,0.57987,1,0,0
0.63194,0.34281,0.19894,1.20958,0.2694,1,0,0
0.09244,0.28919,0.81731,0.57321,0.28214,1,0,0
0.81269,0.20119,0.96919,0.98799,0.39667,1,0,0
0.55094,0.53019,0.35556,1.44166,0.32458,1,0,0
0.90719,0.52381,0.75369,1.84029,0.51817,1,0,0
0.33444,0.44806,0.94719,0.92981,0.38234,1,0,0
0.51281,0.27281,0.10144,1.00999,0.23666,1,0,0
0.58606,0.83406,0.85694,1.6,0.51356,1,0,0
0.10781,0.30519,0.06869,0.6321,0.20724,1,0,0
0.58044,0.84806,0.35356,1.84469,0.37004,1,0,0
0.48219,0.50956,0.52019,1.28185,0.34222,1,0,0
0.98169,0.05794,0.56031,0.84996,0.30832,1,0,0
0.63494,0.42694,0.52894,1.33665,0.35681,1,0,0
0.95806,0.04344,0.15769,0.86749,0.24001,1,0,0
0.02269,0.48544,0.65869,0.62926,0.27322,1,0,0
0.77994,0.65006,0.09356,2.02035,0.32259,1,0,0
0.41719,0.25894,0.68731,0.85629,0.31229,1,0,0
0.92781,0.95656,0.51256,2.52323,0.54311,1,0,0
0.23444,0.29794,0.84556,0.70304,0.31225,1,0,0
0.17481,0.58231,0.75544,0.86759,0.33486,1,0,0
0.18144,0.88294,0.87506,0.9708,0.39857,1,0,0
0.91369,0.08419,0.40894,0.95084,0.28727,1,0,0
0.50806,0.37431,0.33094,1.15039,0.28611,1,0,0
0.89256,0.23294,0.51531,1.26117,0.35276,1,0,0
0.43306,0.30431,0.90831,0.88503,0.36136,1,0,0
0.14681,0.71769,0.23519,0.98697,0.2504,1,0,0
0.33169,0.05131,0.45906,0.52523,0.23026,1,0,0
0.18081,0.09706,0.52206,0.51253,0.23358,1,0,0
0.71344,0.96081,0.43781,2.14228,0.44523,1,0,0
0.15519,0.31681,0.89769,0.63644,0.30766,1,0,0
0.62494,0.23781,0.16306,1.06652,0.25031,1,0,0
0.80431,0.67081,0.61169,1.97091,0.48775,1,0,0
0.26069,0.92281,0.98381,1.03774,0.44253,1,0,0
0.26744,0.17206,0.49106,0.62587,0.24659,1,0,0
0.39194,0.57194,0.22856,1.2522,0.27433,1,0,0
0.51244,0.24944,0.95094,0.89779,0.36803,1,0,0
0.03406,0.58806,0.86594,0.66241,0.31719,1,0,0
0.12344,0.41106,0.05106,0.7394,0.21319,1,0,0
0.23869,0.12094,0.38894,0.58015,0.22907,1,0,0
0.27219,0.58781,0.15069,1.09136,0.24705,1,0,0
0.89131,0.47944,0.30019,1.79334,0.36088,1,0,0
0.05856,0.81606,0.10056,0.89811,0.22638,1,0,0
0.78906,0.73869,0.37094,2.08848,0.41252,1,0,0
0.06544,0.14506,0.99256,0.44354,0.27101,1,0,0
0.69344,0.22031,0.48844,1.04785,0.30859,1,0,0
0.94881,0.61094,0.40394,2.14508,0.43963,1,0,0
0.70906,0.38469,0.49344,1.369,0.35482,1,0,0
0.77631,0.82181,0.19594,2.23631,0.36642,1,0,0
0.70656,0.07881,0.03894,0.80717,0.2197,1,0,0
0.16356,0.96906,0.10269,1.15552,0.24498,1,0,0
0.50181,0.05906,0.52856,0.60968,0.25145,1,0,0
0.96544,0.39469,0.16819,1.76012,0.3238,1,0,0
0.04219,0.67644,0.09419,0.80777,0.21968,1,0,0
0.10381,0.01156,0.63281,0.38427,0.22218,1,0,0
0.93819,0.66744,0.37919,2.28347,0.44549,1,0,0
0.35219,0.58031,0.63844,1.13493,0.35238,1,0,0
0.48769,0.50919,0.78681,1.23857,0.40543,1,0,0
0.69481,0.28206,0.86344,1.11645,0.40341,1,0,0
0.25319,0.87981,0.53044,1.2029,0.34347,1,0,0
0.79431,0.36631,0.84106,1.36781,0.44633,1,0,0
0.39594,0.94619,0.01169,1.62125,0.2722,1,0,0
0.94981,0.71006,0.14394,2.41254,0.38048,1,0,0
0.95981,0.50769,0.28094,2.00221,0.3802,1,0,0
0.46669,0.24981,0.84131,0.87352,0.34263,1,0,0
0.39931,0.98206,0.06556,1.63605,0.27781,1,0,0
0.06631,0.13369,0.19156,0.47037,0.20221,1,0,0
0.12719,0.30356,0.26394,0.64199,0.22297,1,0,0
0.30331,0.83519,0.36144,1.32813,0.31209,1,0,0
0.39969,0.72181,0.64331,1.32027,0.38768,1,0,0
0.44181,0.13744,0.44444,0.73254,0.25523,1,0,0
0.84519,0.04619,0.48906,0.78257,0.27852,1,0,0
0.37269,0.56919,0.55319,1.17368,0.33606,1,0,0
0.65156,0.12994,0.49294,0.8671,0.28249,1,0,0
0.35956,0.51769,0.22881,1.15352,0.26494,1,0,0
0.05581,0.49819,0.51056,0.69767,0.26173,1,0,0
0.90369,0.34494,0.37569,1.50406,0.35195,1,0,0
0.96119,0.47556,0.92356,1.72247,0.56593,1,0,0
0.95606,0.90844,0.25681,2.66847,0.44521,1,0,0
0.64731,0.16994,0.16994,0.93093,0.23997,1,0,0
0.82831,0.83219,0.23594,2.35781,0.39373,1,0,0
0.60406,0.32119,0.17181,1.15093,0.2596,1,0,0
0.90044,0.49406,0.77269,1.75689,0.50698,1,0,0
0.41044,0.11181,0.87206,0.6484,0.30053,1,0,0
0.48181,0.96519,0.00194,1.80185,0.28658,1,0,0
0.72969,0.13356,0.51031,0.9244,0.29511,1,0,0
0.41394,0.65894,0.64869,1.3196,0.38643,1,0,0
0.06069,0.65869,0.27469,0.82008,0.24081,1,0,0
0.70744,0.13419,0.48106,0.9149,0.28831,1,0,0
0.53556,0.67181,0.06519,1.6475,0.28083,1,0,0
0.49819,0.69831,0.91556,1.3592,0.47515,1,0,0
0.20206,0.16794,0.71206,0.55971,0.2627,1,0,0
0.56631,0.92156,0.57594,1.77734,0.44288,1,0,0
0.88356,0.95331,0.47594,2.45286,0.5122,1,0,0
0.50069,0.10519,0.23219,0.74385,0.22933,1,0,0
0.13881,0.68656,0.14694,0.97553,0.23678,1,0,0
0.95244,0.60994,0.28181,2.16552,0.40054,1,0,0
0.80731,0.22969,0.58531,1.16639,0.34986,1,0,0
0.61819,0.23306,0.42456,1.03281,0.29266,1,0,0
0.91169,0.38994,0.75094,1.56148,0.46414,1,0,0
0.82619,0.37181,0.25219,1.53622,0.31571,1,0,0
0.94169,0.64894,0.87081,2.02669,0.61685,1,0,0
0.15894,0.73494,0.19619,1.0166,0.24689,1,0,0
0.49844,0.74231,0.70194,1.47253,0.4322,1,0,0
0.28981,0.37094,0.51169,0.86895,0.28447,1,0,0
0.16656,0.79119,0.28356,1.07124,0.26717,1,0,0
0.73594,0.63094,0.15631,1.90062,0.32404,1,0,0
0.30856,0.63031,0.18181,1.19817,0.26033,1,0,0
0.28456,0.99581,0.09181,1.40741,0.2627,1,0,0
0.33381,0.26869,0.47956,0.80638,0.26976,1,0,0
0.97819,0.79006,0.04206,2.6312,0.38195,1,0,0
0.04694,0.55194,0.99094,0.65452,0.3365,1,0,0
0.83394,0.28456,0.44769,1.30934,0.34368,1,0,0
0.46656,0.42831,0.24381,1.17287,0.27125,1,0,0
0.97281,0.29656,0.02844,1.53695,0.27927,1,0,0
0.37294,0.22094,0.33781,0.79697,0.248,1,0,0
0.62481,0.82356,0.03831,1.9767,0.30585,1,0,0
0.13269,0.61419,0.88519,0.81828,0.35431,1,0,0
0.84269,0.68344,0.71881,1.99275,0.53664,1,0,0
0.71819,0.21294,0.83306,1.00939,0.37314,1,0,0
0.42819,0.34056,0.19094,0.97873,0.24551,1,0,0
0.48531,0.86381,0.08419,1.72784,0.28856,1,0,0
0.71644,0.40631,0.90044,1.3451,0.45615,1,0,0
0.68194,0.80906,0.61531,1.88993,0.47248,1,0,0
0.22494,0.44269,0.91681,0.81337,0.35207,1,0,0
0.49894,0.10719,0.49281,0.73675,0.26279,1,0,0
0.66119,0.53519,0.54819,1.55826,0.39274,1,0,0
0.93744,0.02856,0.67356,0.80052,0.31586,1,0,0
0.37831,0.16881,0.57819,0.69859,0.26832,1,0,0
0.22469,0.64044,0.56356,1.0396,0.32203,1,0,0
0.79606,0.47306,0.95056,1.49147,0.51244,1,0,0
0.73694,0.70694,0.91281,1.71249,0.55439,1,0,0
0.80206,0.14631,0.68756,0.96978,0.33598,1,0,0
0.04481,0.70856,0.25756,0.81464,0.23822,1,0,0
0.39781,0.91694,0.57981,1.47077,0.39755,1,0,0
0.71494,0.13019,0.67469,0.89121,0.31789,1,0,0
0.65781,0.42294,0.32081,1.39546,0.31338,1,0,0
0.05981,0.69444,0.61544,0.79281,0.29817,1,0,0
0.76719,0.40056,0.63731,1.43349,0.40236,1,0,0
0.99631,0.72681,0.26019,2.48176,0.43129,1,0,0
0.21494,0.16806,0.83494,0.56654,0.28008,1,0,0
0.61619,0.30006,0.52494,1.09261,0.3233,1,0,0
0.80131,0.49369,0.99481,1.5493,0.53585,1,0,0
0.86094,0.38744,0.51431,1.54503,0.39166,1,0,0
0.00344,0.42619,0.42219,0.58485,0.23446,1,0,0
0.44706,0.80931,0.22219,1.59926,0.30525,1,0,0
0.48619,0.49681,0.40381,1.28415,0.31668,1,0,0
0.00619,0.51206,0.57544,0.63456,0.26264,1,0,0
0.70169,0.88631,0.15369,2.15272,0.34519,1,0,0
0.17906,0.42594,0.52581,0.78897,0.27607,1,0,0
0.69244,0.18344,0.90081,0.89781,0.36041,1,0,0
0.18056,0.62769,0.57256,0.96065,0.31266,1,0,0
0.16931,0.03031,0.00844,0.44654,0.19494,1,0,0
0.16594,0.48894,0.82069,0.79536,0.3309,1,0,0
0.23056,0.26731,0.79719,0.68171,0.29954,1,0,0
0.28069,0.09406,0.10169,0.58993,0.20619,1,0,0
0.16419,0.00169,0.20244,0.42587,0.19957,1,0,0
0.49156,0.83556,0.72606,1.52449,0.45158,1,0,0
0.65119,0.59931,0.65644,1.56717,0.4304,1,0,0
0.82194,0.83531,0.41169,2.26674,0.44901,1,0,0
0.85981,0.32806,0.76394,1.33409,0.4315,1,0,0
0.63381,0.99894,0.12656,2.10721,0.33082,1,0,0
0.68281,0.07306,0.20031,0.7669,0.23074,1,0,0
0.10994,0.00681,0.77469,0.38426,0.2338,1,0,0
0.59431,0.75969,0.92631,1.54048,0.52156,1,0,0
0.92606,0.91756,0.40656,2.56201,0.49713,1,0,0
0.10181,0.69456,0.33519,0.89651,0.25854,1,0,0
0.76131,0.44344,0.10431,1.58483,0.28784,1,0,0
0.29419,0.98444,0.88869,1.14189,0.43707,1,0,0
0.51456,0.56281,0.29694,1.41883,0.30654,1,0,0
0.92769,0.15294,0.76531,1.05208,0.3723,1,0,0
0.95431,0.40144,0.36794,1.7278,0.37959,1,0,0
0.66731,0.83806,0.54356,1.91177,0.4495,1,0,0
0.42081,0.80069,0.00906,1.57081,0.26917,1,0,0
0.94506,0.96781,0.27544,2.70638,0.45478,1,0,0
0.46219,0.77494,0.07906,1.61515,0.27919,1,0,0
0.72919,0.66144,0.41556,1.90547,0.3994,1,0,0
0.50406,0.36206,0.80181,1.06029,0.37243,1,0,0
0.33144,0.20756,0.44931,0.72009,0.25331,1,0,0
0.52219,0.95606,0.88769,1.49883,0.50946,1,0,0
0.98144,0.81281,0.20131,2.63084,0.42265,1,0,0
0.23219,0.74156,0.81944,1.01958,0.38495,1,0,0
0.14419,0.26456,0.03706,0.64308,0.20674,1,0,0
0.06269,0.93706,0.76094,0.83087,0.3446,1,0,0
0.40744,0.08631,0.29269,0.64707,0.22658,1,0,0
0.29956,0.41994,0.06906,0.96917,0.22988,1,0,0
0.52231,0.08594,0.66719,0.69263,0.28041,1,0,0
0.14219,0.31144,0.04181,0.67015,0.20869,1,0,0
0.44719,0.54569,0.97606,1.16232,0.44278,1,0,0
0.81594,0.74844,0.64881,2.03487,0.51509,1,0,0
0.21644,0.17244,0.95706,0.55779,0.29417,1,0,0
0.49794,0.94631,0.44169,1.72162,0.38729,1,0,0
0.23594,0.45294,0.60344,0.86606,0.3008,1,0,0
0.09606,0.92831,0.89281,0.83444,0.37455,1,0,0
0.89331,0.39669,0.42056,1.6316,0.37899,1,0,0
0.58381,0.26381,0.65669,1.0137,0.33395,1,0,0
0.21044,0.63294,0.00781,1.05413,0.23219,1,0,0
0.46231,0.48669,0.10081,1.24519,0.25421,1,0,0
0.62131,0.50394,0.26031,1.49578,0.30764,1,0,0
0.65244,0.87531,0.58869,1.88446,0.46555,1,0,0
0.29331,0.30106,0.55394,0.77656,0.27822,1,0,0
0.87444,0.64594,0.22969,2.14838,0.37393,1,0,0
0.33856,0.20269,0.19806,0.70808,0.22258,1,0,0
0.33131,0.18006,0.03494,0.69625,0.21027,1,0,0
0.24894,0.91181,0.74844,1.14018,0.39687,1,0,0
0.44356,0.24281,0.27181,0.89502,0.24918,1,0,0
0.32369,0.03806,0.28981,0.52009,0.21411,1,0,0
0.42656,0.54056,0.51356,1.23902,0.33596,1,0,0
0.17831,0.75531,0.23131,1.06922,0.25714,1,0,0
0.30431,0.11619,0.44531,0.61775,0.24003,1,0,0
0.95494,0.63594,0.02831,2.30531,0.34872,1,0,0
0.24056,0.44569,0.01231,0.91299,0.22335,1,0,0
0.19831,0.47419,0.11256,0.87314,0.22653,1,0,0
0.18669,0.67169,0.99881,0.88213,0.39894,1,0,0
0.53156,0.80581,0.84931,1.51116,0.49065,1,0,0
0.72581,0.91806,0.91106,1.8042,0.58601,1,0,0
0.73744,0.17694,0.28119,0.99055,0.26343,1,0,0
0.82969,0.54931,0.08169,1.92943,0.3156,1,0,0
0.86069,0.74131,0.04906,2.30825,0.34516,1,0,0
0.69156,0.96931,0.46031,2.09089,0.44673,1,0,0
0.76881,0.88956,0.68431,2.04535,0.53683,1,0,0
0.84706,0.19719,0.42831,1.07848,0.30359,1,0,0
0.41031,0.03644,0.07219,0.57442,0.2048,1,0,0
0.33019,0.93394,0.30794,1.43692,0.31063,1,0,0
0.13706,0.60131,0.39331,0.87444,0.26568,1,0,0
0.27169,0.85756,0.04506,1.32167,0.25194,1,0,0
0.37131,0.96019,0.32731,1.52202,0.32512,1,0,0
0.06469,0.67619,0.18831,0.83931,0.231,1,0,0
0.26956,0.89994,0.17619,1.32243,0.26957,1,0,0
0.32331,0.90019,0.95394,1.14603,0.45459,1,0,0
0.02931,0.77319,0.23981,0.81896,0.23619,1,0,0
0.98769,0.54131,0.88406,1.91795,0.5982,1,0,0
0.70081,0.28806,0.07494,1.22397,0.25234,1,0,0
0.67606,0.94269,0.38019,2.08992,0.4125,1,0,0
0.24931,0.39344,0.52044,0.84687,0.28288,1,0,0
0.76569,0.82331,0.72781,1.98068,0.5366,1,0,0
0.44506,0.23406,0.91056,0.82492,0.3449,1,0,0
0.48094,0.82756,0.35944,1.65153,0.34841,1,0,0
0.52731,0.64731,0.17231,1.57633,0.29298,1,0,0
0.23131,0.84881,0.48544,1.17164,0.32637,1,0,0
0.69769,0.94731,0.87719,1.78497,0.56733,1,0,0
0.94906,0.57694,0.05669,2.16446,0.33891,1,0,0
0.44144,0.63169,0.26306,1.40535,0.29595,1,0,0
0.07356,0.07356,0.39481,0.41944,0.21063,1,0,0
0.25506,0.14106,0.01219,0.61912,0.20483,1,0,0
0.88769,0.65406,0.22669,2.19722,0.37825,1,0,0
0.95544,0.71569,0.48569,2.3112,0.49471,1,0,0
0.10931,0.03381,0.67256,0.39984,0.22907,1,0,0
0.75006,0.01556,0.30719,0.71706,0.23881,1,0,0
0.46594,0.31081,0.35981,0.98209,0.27388,1,0,0
0.01344,0.23706,0.60069,0.4847,0.23864,1,0,0
0.94844,0.72269,0.33831,2.3551,0.44187,1,0,0
0.32681,0.03206,0.99119,0.48457,0.27948,1,0,0
0.28819,0.54269,0.19719,1.08347,0.25331,1,0,0
0.91119,0.49281,0.35081,1.86691,0.38542,1,0,0
0.31006,0.39131,0.45131,0.9232,0.28097,1,0,0
0.76344,0.94456,0.72144,2.0496,0.5524,1,0,0
0.91744,0.97081,0.16394,2.67563,0.40875,1,0,0
0.38894,0.25731,0.26169,0.86165,0.24396,1,0,0
0.81419,0.63869,0.44619,1.99779,0.4231,1,0,0
0.59144,0.63506,0.95181,1.44646,0.50323,1,0,0
0.59756,0.70544,0.53194,1.67776,0.40837,1,0,0
0.29869,0.36456,0.74556,0.8498,0.32285,1,0,0
0.52494,0.85319,0.23919,1.77537,0.32739,1,0,0
0.38569,0.58681,0.34756,1.23899,0.29746,1,0,0
0.20919,0.97419,0.04281,1.25602,0.24682,1,0,0
0.72144,0.65806,0.81119,1.72197,0.51496,1,0,0
0.98581,0.05431,0.81306,0.82055,0.34962,1,0,0
0.12856,0.92344,0.65906,0.96868,0.3432,1,0,0
0.31106,0.51344,0.61656,1.03575,0.32888,1,0,0
0.12731,0.99694,0.70006,0.95981,0.35276,1,0,0
0.79844,0.62431,0.49469,1.92175,0.43052,1,0,0
0.10344,0.24131,0.13731,0.585,0.20758,1,0,0
0.01969,0.81494,0.09944,0.82674,0.22136,1,0,0
0.76456,0.64181,0.37694,1.94204,0.39188,1,0,0
0.62031,0.37056,0.90156,1.18349,0.41829,1,0,0
0.86106,0.78781,0.12144,2.37031,0.36403,1,0,0
0.74269,0.53931,0.74681,1.62643,0.47199,1,0,0
0.29706,0.05981,0.11244,0.51823,0.2025,1,0,0
0.24631,0.08769,0.71469,0.52695,0.25602,1,0,0
0.73869,0.07419,0.35644,0.8088,0.2558,1,0,0
0.83506,0.83569,0.93944,1.94134,0.62522,1,0,0
0.23006,0.59594,0.68744,0.96358,0.337,1,0,0
0.30556,0.28856,0.37331,0.80699,0.25465,1,0,0
0.63869,0.34231,0.92494,1.13392,0.41672,1,0,0
0.90306,0.28331,0.42631,1.38479,0.35255,1,0,0
0.85119,0.20969,0.32044,1.16585,0.29161,1,0,0
0.34494,0.18294,0.25444,0.70071,0.22779,1,0,0
0.26394,0.99431,0.10994,1.36356,0.26169,1,0,0
0.39506,0.64119,0.99244,1.15468,0.45438,1,0,0
0.62519,0.16344,0.76769,0.84857,0.32421,1,0,0
0.79956,0.52994,0.11481,1.8347,0.31223,1,0,0
0.57956,0.13156,0.97094,0.76798,0.34157,1,0,0
0.41069,0.30331,0.48656,0.90455,0.28605,1,0,0
0.57106,0.16781,0.46719,0.84486,0.2741,1,0,0
0.24781,0.61806,0.34094,1.07055,0.27745,1,0,0
0.86169,0.61269,0.12781,2.05473,0.33829,1,0,0
0.90831,0.86444,0.72869,2.25375,0.60159,1,0,0
0.05919,0.87806,0.75781,0.81379,0.33877,1,0,0
0.08369,0.77731,0.24081,0.9176,0.2451,1,0,0
0.63856,0.55469,0.70731,1.51361,0.43553,1,0,0
0.96319,0.75094,0.49869,2.3892,0.51923,1,0,0
0.70119,0.50081,0.31381,1.59326,0.33324,1,0,0
0.46144,0.68756,0.10444,1.53319,0.27594,1,0,0
0.03656,0.64856,0.47719,0.76225,0.26679,1,0,0
0.18581,0.46494,0.23506,0.84067,0.23765,1,0,0
0.40631,0.21769,0.78319,0.78352,0.31493,1,0,0
0.28594,0.47881,0.34831,0.98086,0.26957,1,0,0
0.17306,0.82769,0.66006,1.01301,0.34649,1,0,0
0.36781,0.83181,0.96881,1.19858,0.46955,1,0,0
0.95819,0.94694,0.86356,2.24006,0.67445,1,0,0
0.48819,0.28181,0.01031,1.00056,0.23005,1,0,0
0.68206,0.72106,0.58294,1.81162,0.44827,1,0,0
0.19769,0.58056,0.19269,0.97078,0.24267,1,0,0
0.46281,0.80431,0.65481,1.49152,0.42002,1,0,0
0.83831,0.74606,0.38206,2.18277,0.43056,1,0,0
0.29231,0.93156,0.14419,1.39389,0.26963,1,0,0
0.80781,0.19744,0.89781,0.99817,0.38542,1,0,0
0.53869,0.86919,0.89894,1.51566,0.51635,1,0,0
0.24231,0.33031,0.00506,0.78642,0.21531,1,0,0
0.81544,0.83769,0.60956,2.14283,0.51609,1,0,0
0.48431,0.27044,0.95531,0.89082,0.36979,1,0,0
0.26594,0.34381,0.35781,0.81128,0.25241,1,0,0
0.13581,0.42019,0.81744,0.70717,0.31006,1,0,0
0.67494,0.71306,0.04156,1.93184,0.30416,1,0,0
0.07806,0.46206,0.55656,0.68271,0.26627,1,0,0
0.40069,0.22881,0.67919,0.8082,0.30231,1,0,0
0.91481,0.19819,0.75406,1.0988,0.37798,1,0,0
0.52544,0.10094,0.10281,0.76549,0.21896,1,0,0
0.61056,0.54894,0.21669,1.5735,0.30486,1,0,0
0.61394,0.41156,0.91906,1.22766,0.4389,1,0,0
0.20331,0.03294,0.76619,0.43893,0.24479,1,0,0
0.02344,0.16644,0.12544,0.45262,0.19781,1,0,0
0.71906,0.77256,0.89444,1.76428,0.55812,1,0,0
0.04419,0.88994,0.91831,0.74972,0.36139,1,0,0
0.17706,0.62394,0.25194,0.97938,0.25223,1,0,0
0.56206,0.08094,0.78619,0.69679,0.29938,1,0,0
0.41881,0.64056,0.91406,1.22421,0.44425,1,0,0
0.22806,0.48231,0.29131,0.91197,0.25251,1,0,0
0.97619,0.35619,0.65594,1.58089,0.44907,1,0,0
0.55581,0.38981,0.99656,1.12514,0.4358,1,0,0
0.94956,0.22131,0.13631,1.30459,0.27467,1,0,0
0.87419,0.53806,0.49269,1.88855,0.43193,1,0,0
0.13181,0.60894,0.35419,0.87748,0.25922,1,0,0
0.54731,0.14256,0.21781,0.83159,0.23591,1,0,0
0.79981,0.43881,0.11981,1.63365,0.2961,1,0,0
0.70969,0.46419,0.51594,1.46641,0.37414,1,0,0
0.27869,0.14094,0.87881,0.59116,0.29003,1,0,0
0.45669,0.81581,0.20069,1.62147,0.30201,1,0,0
0.87194,0.75419,0.35969,2.28041,0.43499,1,0,0
0.67956,0.58256,0.10069,1.72216,0.29615,1,0,0
0.03156,0.95194,0.54406,0.83291,0.29554,1,0,0
0.96706,0.52506,0.14994,2.0822,0.35011,1,0,0
0.17981,0.87331,0.95519,0.93319,0.40928,1,0,0
0.17444,0.96219,0.14406,1.17,0.25151,1,0,0
0.55756,0.84831,0.93831,1.51347,0.52673,1,0,0
0.57619,0.13406,0.10381,0.84889,0.22525,1,0,0
0.03869,0.03706,0.25781,0.37315,0.19762,1,0,0
0.65919,0.18744,0.27819,0.94563,0.2572,1,0,0
0.34844,0.26019,0.46631,0.81409,0.26868,1,0,0
0.52431,0.93806,0.66494,1.65638,0.45668,1,0,0
0.69269,0.81931,0.98181,1.6729,0.58594,1,0,0
0.74406,0.72069,0.55681,1.92245,0.45746,1,0,0
0.70344,0.09494,0.29594,0.8565,0.25044,1,0,0
0.11244,0.67494,0.27056,0.91551,0.24926,1,0,0
0.31906,0.08706,0.24681,0.59325,0.21681,1,0,0
0.15244,0.08581,0.27594,0.4865,0.20899,1,0,0
0.50144,0.38894,0.92606,1.0761,0.40229,1,0,0
0.76481,0.65694,0.57656,1.91383,0.46406,1,0,0
0.63144,0.37881,0.53944,1.26137,0.34838,1,0,0
0.23156,0.21631,0.03769,0.66178,0.20835,1,0,0
0.70456,0.21206,0.19869,1.05235,0.25691,1,0,0
0.29906,0.86394,0.50169,1.29125,0.34753,1,0,0
0.61019,0.65669,0.57369,1.66348,0.41988,1,0,0
0.84131,0.03569,0.49994,0.77132,0.27565,1,0,0
0.81756,0.56519,0.42006,1.85397,0.40029,1,0,0
0.58281,0.89206,0.52881,1.80044,0.42903,1,0,0
0.10569,0.72344,0.34481,0.90972,0.26191,1,0,0
0.69956,0.27631,0.53431,1.14816,0.33201,1,0,0
0.46206,0.57019,0.82606,1.23122,0.41627,1,0,0
0.43506,0.65369,0.70081,1.33436,0.40435,1,0,0
0.50169,0.20069,0.36594,0.82709,0.25567,1,0,0
0.18631,0.31269,0.95456,0.65307,0.31907,1,0,0
0.71206,0.24331,0.18969,1.15754,0.26397,1,0,0
0.73906,0.22369,0.62306,1.08019,0.34271,1,0,0
0.48844,0.55731,0.89581,1.24519,0.43765,1,0,0
0.52981,0.29031,0.08531,1.05178,0.23866,1,0,0
0.40581,0.69569,0.32906,1.40291,0.31175,1,0,0
0.88081,0.71719,0.04631,2.30831,0.3454,1,0,0
0.27919,0.92969,0.32394,1.33412,0.30387,1,0,0
0.03606,0.95356,0.09294,0.9033,0.22607,1,0,0
0.60594,0.25769,0.15094,1.0748,0.24885,1,0,0
0.86756,0.57794,0.70606,1.85013,0.50451,1,0,0
0.09394,0.69094,0.93694,0.77568,0.36048,1,0,0
0.59369,0.06006,0.91494,0.63228,0.30872,1,0,0
0.65569,0.65069,0.55944,1.72438,0.42227,1,0,0
0.31519,0.31706,0.72181,0.79992,0.31022,1,0,0
0.23344,0.17056,0.30594,0.60659,0.22359,1,0,0
0.96419,0.68919,0.32631,2.36906,0.44066,1,0,0
0.09506,0.10031,0.86069,0.44711,0.25693,1,0,0
0.16719,0.30794,0.41969,0.6776,0.24548,1,0,0
0.06694,0.01406,0.72169,0.36822,0.22624,1,0,0
0.45594,0.10006,0.12219,0.71369,0.21649,1,0,0
0.73106,0.80819,0.20044,2.1324,0.35629,1,0,0
0.87319,0.59181,0.81931,1.8064,0.54234,1,0,0
0.14544,0.92781,0.62419,1.00661,0.34048,1,0,0
0.68831,0.40031,0.23819,1.41249,0.29723,1,0,0
0.91644,0.59719,0.89231,1.84983,0.5835,1,0,0
0.54969,0.08519,0.85994,0.69415,0.31002,1,0,0
0.77019,0.20706,0.97369,1.00587,0.39609,1,0,0
0.56369,0.08006,0.92131,0.68633,0.31849,1,0,0
0.88644,0.23056,0.32219,1.27799,0.30932,1,0,0
0.38619,0.48769,0.79444,1.07105,0.37587,1,0,0
0.40656,0.98756,0.53556,1.52413,0.39244,1,0,0
0.94619,0.94281,0.58244,2.5038,0.57546,1,0,0
0.68581,0.78006,0.01481,2.05506,0.31249,1,0,0
0.64444,0.82906,0.18681,1.99786,0.33616,1,0,0
0.12706,0.12081,0.42306,0.50102,0.22276,1,0,0
0.51694,0.77331,0.36931,1.66799,0.35343,1,0,0
0.00544,0.41569,0.94381,0.5539,0.2998,1,0,0
0.14856,0.33944,0.05869,0.69067,0.21073,1,0,0
0.07131,0.59681,0.08194,0.79213,0.21812,1,0,0
0.02106,0.86119,0.71306,0.76027,0.31789,1,0,0
0.99569,0.09694,0.21831,1.06195,0.26464,1,0,0
0.77431,0.16031,0.52656,0.97786,0.30667,1,0,0
0.40944,0.27644,0.69494,0.86643,0.31694,1,0,0
0.00569,0.67419,0.73256,0.69109,0.30257,1,0,0
0.54156,0.23919,0.56456,0.94801,0.30504,1,0,0
0.88831,0.50994,0.77044,1.77466,0.51094,1,0,0
0.80631,0.90469,0.05506,2.41717,0.35198,1,0,0
0.85056,0.22544,0.09869,1.23338,0.25904,1,0,0
0.04769,0.29394,0.52944,0.54483,0.24079,1,0,0
0.77231,0.72881,0.67531,1.91007,0.50471,1,0,0
0.81506,0.44281,0.70094,1.54823,0.44163,1,0,0
0.19056,0.99756,0.66169,1.07923,0.36281,1,0,0
0.64706,0.07444,0.34719,0.75612,0.2471,1,0,0
0.80306,0.73356,0.45619,2.07353,0.44149,1,0,0
0.89469,0.93131,0.30306,2.55474,0.44502,1,0,0
